"day","month","year","cases","deaths","country","comul_rate"
1,4,2020,0,0,"Central_African_Republic",0.1053701
31,3,2020,0,0,"Central_African_Republic",0.1053701
30,3,2020,0,0,"Central_African_Republic",0.1053701
29,3,2020,1,0,"Central_African_Republic",0.12644412
28,3,2020,0,0,"Central_African_Republic",NA
27,3,2020,1,0,"Central_African_Republic",NA
26,3,2020,0,0,"Central_African_Republic",NA
25,3,2020,0,0,"Central_African_Republic",NA
24,3,2020,0,0,"Central_African_Republic",NA
23,3,2020,1,0,"Central_African_Republic",NA
22,3,2020,2,0,"Central_African_Republic",NA
21,3,2020,0,0,"Central_African_Republic",NA
20,3,2020,0,0,"Central_African_Republic",NA
19,3,2020,0,0,"Central_African_Republic",NA
18,3,2020,0,0,"Central_African_Republic",NA
17,3,2020,0,0,"Central_African_Republic",NA
16,3,2020,1,0,"Central_African_Republic",NA
14,12,2020,19,0,"Chad",0.55183201
13,12,2020,6,0,"Chad",0.55183201
12,12,2020,6,0,"Chad",0.5142071
11,12,2020,7,0,"Chad",0.48912383
10,12,2020,3,0,"Chad",0.48285301
9,12,2020,1,0,"Chad",0.50166547
8,12,2020,3,0,"Chad",0.50166547
7,12,2020,3,0,"Chad",0.52047792
6,12,2020,3,0,"Chad",0.55810283
5,12,2020,11,0,"Chad",0.5831861
4,12,2020,3,0,"Chad",0.55183201
3,12,2020,5,0,"Chad",0.55810283
2,12,2020,12,1,"Chad",0.57691529
1,12,2020,6,0,"Chad",0.53301956
30,11,2020,19,0,"Chad",0.53301956
29,11,2020,0,0,"Chad",0.45149892
28,11,2020,2,0,"Chad",0.46404056
27,11,2020,6,0,"Chad",0.60199856
26,11,2020,6,0,"Chad",0.56437365
25,11,2020,1,0,"Chad",0.55183201
24,11,2020,6,0,"Chad",0.60826938
23,11,2020,9,0,"Chad",0.59572774
22,11,2020,7,0,"Chad",0.56437365
21,11,2020,6,0,"Chad",0.55183201
20,11,2020,4,0,"Chad",0.57064447
19,11,2020,8,0,"Chad",0.62081101
18,11,2020,5,0,"Chad",0.59572774
17,11,2020,6,0,"Chad",0.65216511
16,11,2020,6,1,"Chad",0.62081101
15,11,2020,2,0,"Chad",0.67724838
14,11,2020,24,1,"Chad",0.66470674
13,11,2020,0,0,"Chad",0.57691529
12,11,2020,4,0,"Chad",0.60826938
11,11,2020,10,0,"Chad",0.63335265
10,11,2020,4,0,"Chad",0.68979002
9,11,2020,4,0,"Chad",0.68979002
8,11,2020,5,0,"Chad",0.6835192
7,11,2020,9,0,"Chad",0.72114411
6,11,2020,12,0,"Chad",0.74622738
5,11,2020,4,1,"Chad",0.70860247
4,11,2020,14,0,"Chad",0.71487329
3,11,2020,1,0,"Chad",0.6835192
2,11,2020,15,0,"Chad",0.74622738
1,11,2020,0,0,"Chad",0.73995656
31,10,2020,10,1,"Chad",0.76503984
30,10,2020,5,0,"Chad",0.77131065
29,10,2020,8,1,"Chad",0.87164375
28,10,2020,19,0,"Chad",0.87164375
27,10,2020,4,0,"Chad",0.83401884
26,10,2020,3,0,"Chad",0.83401884
25,10,2020,11,0,"Chad",0.89672702
24,10,2020,13,0,"Chad",0.93435193
23,10,2020,6,0,"Chad",0.92808111
22,10,2020,5,3,"Chad",0.9594352
21,10,2020,9,0,"Chad",1.00960175
20,10,2020,11,0,"Chad",1.04722666
19,10,2020,14,0,"Chad",1.01587257
18,10,2020,4,0,"Chad",0.94689357
17,10,2020,11,1,"Chad",0.94062275
16,10,2020,21,0,"Chad",0.92181029
15,10,2020,8,0,"Chad",0.80893556
14,10,2020,13,0,"Chad",0.80266475
13,10,2020,4,0,"Chad",0.77131065
12,10,2020,13,0,"Chad",0.79012311
11,10,2020,17,2,"Chad",0.71487329
10,10,2020,12,1,"Chad",0.62081101
9,10,2020,11,1,"Chad",0.57064447
8,10,2020,13,0,"Chad",0.54556119
7,10,2020,15,2,"Chad",0.52047792
6,10,2020,6,0,"Chad",0.43895728
5,10,2020,3,1,"Chad",0.41387401
4,10,2020,3,0,"Chad",0.40760319
3,10,2020,8,0,"Chad",0.40133237
2,10,2020,3,0,"Chad",0.55183201
1,10,2020,7,0,"Chad",0.68979002
30,9,2020,8,0,"Chad",0.66470674
29,9,2020,7,1,"Chad",0.62708183
28,9,2020,1,1,"Chad",0.58945692
27,9,2020,2,0,"Chad",0.58945692
26,9,2020,4,1,"Chad",0.58945692
25,9,2020,7,0,"Chad",0.7524982
24,9,2020,9,1,"Chad",0.72741493
23,9,2020,2,0,"Chad",0.68979002
22,9,2020,2,0,"Chad",0.70860247
21,9,2020,2,0,"Chad",0.70233165
20,9,2020,2,0,"Chad",0.72114411
19,9,2020,32,0,"Chad",0.77758147
18,9,2020,25,0,"Chad",0.60826938
17,9,2020,3,0,"Chad",0.45776974
16,9,2020,2,0,"Chad",0.43895728
15,9,2020,1,1,"Chad",0.45149892
14,9,2020,1,0,"Chad",0.45149892
13,9,2020,2,1,"Chad",0.47031137
12,9,2020,30,0,"Chad",0.45776974
11,9,2020,3,0,"Chad",0.29472846
10,9,2020,3,0,"Chad",0.31354092
9,9,2020,5,0,"Chad",0.31354092
8,9,2020,1,0,"Chad",0.33235337
7,9,2020,5,2,"Chad",0.33235337
6,9,2020,11,0,"Chad",0.32608255
5,9,2020,5,0,"Chad",0.26337437
4,9,2020,1,0,"Chad",0.28845764
3,9,2020,0,0,"Chad",0.28845764
2,9,2020,4,0,"Chad",0.29472846
1,9,2020,1,0,"Chad",0.33862419
31,8,2020,4,0,"Chad",0.35116583
30,8,2020,0,0,"Chad",0.35116583
29,8,2020,4,0,"Chad",0.35743664
28,8,2020,6,0,"Chad",0.34489501
27,8,2020,3,0,"Chad",0.3072701
26,8,2020,8,1,"Chad",0.3072701
25,8,2020,1,0,"Chad",0.26337437
24,8,2020,4,0,"Chad",0.26337437
23,8,2020,1,0,"Chad",0.25083273
22,8,2020,9,0,"Chad",0.24456191
21,8,2020,1,0,"Chad",0.18812455
20,8,2020,1,0,"Chad",0.20066619
19,8,2020,11,0,"Chad",0.20066619
18,8,2020,3,0,"Chad",0.14422882
17,8,2020,4,0,"Chad",0.12541637
16,8,2020,1,0,"Chad",0.10033309
15,8,2020,2,0,"Chad",0.09406227
14,8,2020,0,0,"Chad",0.08779146
13,8,2020,3,0,"Chad",0.14422882
12,8,2020,1,0,"Chad",0.12541637
11,8,2020,1,0,"Chad",0.14422882
10,8,2020,2,0,"Chad",0.18185373
9,8,2020,0,0,"Chad",0.16931209
8,8,2020,0,0,"Chad",0.16931209
7,8,2020,3,1,"Chad",0.16931209
6,8,2020,1,0,"Chad",0.31354092
5,8,2020,2,0,"Chad",0.3072701
4,8,2020,0,0,"Chad",0.29472846
3,8,2020,0,0,"Chad",0.29472846
2,8,2020,0,0,"Chad",0.29472846
1,8,2020,1,0,"Chad",0.3072701
31,7,2020,9,0,"Chad",0.3072701
30,7,2020,0,0,"Chad",0.25710355
29,7,2020,4,0,"Chad",0.26337437
28,7,2020,7,0,"Chad",0.26337437
27,7,2020,0,0,"Chad",0.21947864
26,7,2020,0,0,"Chad",0.25710355
25,7,2020,0,0,"Chad",0.25710355
24,7,2020,26,0,"Chad",0.26337437
23,7,2020,0,0,"Chad",0.10033309
22,7,2020,0,0,"Chad",0.10033309
21,7,2020,0,0,"Chad",0.10660391
20,7,2020,0,0,"Chad",0.10660391
19,7,2020,2,0,"Chad",0.11287473
18,7,2020,1,0,"Chad",0.10033309
17,7,2020,1,0,"Chad",0.11287473
16,7,2020,1,0,"Chad",0.11914555
15,7,2020,4,0,"Chad",0.11287473
14,7,2020,0,0,"Chad",0.08779146
13,7,2020,6,1,"Chad",0.08779146
12,7,2020,0,0,"Chad",0.05643736
11,7,2020,1,0,"Chad",0.05643736
10,7,2020,0,0,"Chad",0.06270818
9,7,2020,0,0,"Chad",0.08152064
8,7,2020,1,0,"Chad",0.08152064
7,7,2020,0,0,"Chad",0.08779146
6,7,2020,1,0,"Chad",0.08779146
5,7,2020,0,0,"Chad",0.08152064
4,7,2020,3,0,"Chad",0.08152064
3,7,2020,2,0,"Chad",0.08779146
2,7,2020,0,0,"Chad",0.07524982
1,7,2020,0,0,"Chad",0.08152064
30,6,2020,0,0,"Chad",0.10033309
29,6,2020,1,0,"Chad",0.10033309
28,6,2020,0,0,"Chad",0.10660391
27,6,2020,2,0,"Chad",0.10660391
26,6,2020,3,0,"Chad",0.09406227
25,6,2020,0,0,"Chad",0.08779146
24,6,2020,2,0,"Chad",0.10033309
23,6,2020,0,0,"Chad",0.11914555
22,6,2020,0,0,"Chad",0.13168718
21,6,2020,0,0,"Chad",0.137958
20,6,2020,4,0,"Chad",0.137958
19,6,2020,0,0,"Chad",0.16304128
18,6,2020,1,0,"Chad",0.21320782
17,6,2020,3,1,"Chad",0.31354092
16,6,2020,0,0,"Chad",0.3762491
15,6,2020,2,1,"Chad",0.45149892
14,6,2020,0,0,"Chad",0.55810283
13,6,2020,0,0,"Chad",0.55810283
12,6,2020,2,0,"Chad",0.76503984
11,6,2020,2,1,"Chad",0.8214772
10,6,2020,5,1,"Chad",0.90299784
9,6,2020,2,1,"Chad",0.95316439
8,6,2020,1,0,"Chad",1.01587257
7,6,2020,0,1,"Chad",1.17891385
6,6,2020,8,2,"Chad",1.41093412
5,6,2020,8,0,"Chad",1.5049964
4,6,2020,17,0,"Chad",1.59905867
3,6,2020,13,0,"Chad",1.61787113
2,6,2020,12,1,"Chad",1.69939177
1,6,2020,19,0,"Chad",1.72447504
31,5,2020,0,0,"Chad",1.78718322
30,5,2020,33,0,"Chad",2.07564087
29,5,2020,11,1,"Chad",2.05055759
28,5,2020,15,2,"Chad",2.15089069
27,5,2020,13,1,"Chad",2.15089069
26,5,2020,12,1,"Chad",2.28884869
25,5,2020,27,0,"Chad",2.21359887
24,5,2020,37,1,"Chad",2.04428678
23,5,2020,23,1,"Chad",2.20105723
22,5,2020,23,1,"Chad",2.10072414
21,5,2020,20,1,"Chad",2.47697324
20,5,2020,26,3,"Chad",2.35155687
19,5,2020,16,0,"Chad",2.52086897
18,5,2020,29,3,"Chad",2.42053588
17,5,2020,46,2,"Chad",2.23868214
16,5,2020,29,2,"Chad",2.22614051
15,5,2020,27,4,"Chad",2.04428678
14,5,2020,15,2,"Chad",2.00666187
13,5,2020,35,9,"Chad",1.91259959
12,5,2020,0,0,"Chad",1.73074586
11,5,2020,0,0,"Chad",1.73074586
10,5,2020,62,3,"Chad",1.76837077
9,5,2020,7,1,"Chad",1.37958003
8,5,2020,83,10,"Chad",1.3356843
7,5,2020,0,0,"Chad",0.85283129
6,5,2020,53,7,"Chad",0.85283129
5,5,2020,0,0,"Chad",0.52674874
4,5,2020,0,0,"Chad",0.52674874
3,5,2020,44,5,"Chad",0.52674874
2,5,2020,0,0,"Chad",0.25083273
1,5,2020,21,3,"Chad",0.28845764
30,4,2020,0,0,"Chad",0.15677046
29,4,2020,6,2,"Chad",0.18185373
28,4,2020,0,0,"Chad",0.14422882
27,4,2020,6,0,"Chad",0.19439537
26,4,2020,0,0,"Chad",0.18185373
25,4,2020,0,0,"Chad",0.18185373
24,4,2020,6,0,"Chad",0.18185373
23,4,2020,0,0,"Chad",0.15049964
22,4,2020,1,0,"Chad",0.15677046
21,4,2020,0,0,"Chad",0.15049964
20,4,2020,0,0,"Chad",0.15049964
19,4,2020,0,0,"Chad",0.15677046
18,4,2020,6,0,"Chad",0.16304128
17,4,2020,0,0,"Chad",0.12541637
16,4,2020,4,0,"Chad",0.12541637
15,4,2020,0,0,"Chad",0.10033309
14,4,2020,8,0,"Chad",0.10033309
13,4,2020,4,0,"Chad",0.06270818
12,4,2020,0,0,"Chad",0.03762491
11,4,2020,0,0,"Chad",0.03762491
10,4,2020,1,0,"Chad",0.03762491
9,4,2020,1,0,"Chad",0.04389573
8,4,2020,0,0,"Chad",0.03762491
7,4,2020,0,0,"Chad",0.04389573
6,4,2020,1,0,"Chad",0.04389573
5,4,2020,1,0,"Chad",0.03762491
4,4,2020,0,0,"Chad",0.03762491
3,4,2020,0,0,"Chad",0.03762491
2,4,2020,0,0,"Chad",0.04389573
1,4,2020,0,0,"Chad",NA
31,3,2020,2,0,"Chad",NA
30,3,2020,0,0,"Chad",NA
29,3,2020,0,0,"Chad",NA
28,3,2020,0,0,"Chad",NA
27,3,2020,2,0,"Chad",NA
26,3,2020,0,0,"Chad",NA
25,3,2020,1,0,"Chad",NA
24,3,2020,0,0,"Chad",NA
23,3,2020,0,0,"Chad",NA
22,3,2020,1,0,"Chad",NA
21,3,2020,0,0,"Chad",NA
20,3,2020,1,0,"Chad",NA
14,12,2020,2138,40,"Chile",113.38624058
13,12,2020,1807,64,"Chile",109.96180621
12,12,2020,1534,8,"Chile",109.49219965
11,12,2020,1662,84,"Chile",109.63466456
10,12,2020,1244,10,"Chile",109.14922857
9,12,2020,1392,17,"Chile",107.88815027
8,12,2020,1760,35,"Chile",105.85670615
7,12,2020,1714,36,"Chile",104.16823312
6,12,2020,1533,34,"Chile",103.02323735
5,12,2020,1729,39,"Chile",103.1551493
4,12,2020,1508,81,"Chile",102.3320187
3,12,2020,1034,8,"Chile",102.04708887
2,12,2020,1121,20,"Chile",101.59331175
1,12,2020,1313,54,"Chile",100.98651675
30,11,2020,1489,34,"Chile",101.08149336
29,11,2020,1718,44,"Chile",101.65135301
28,11,2020,1561,43,"Chile",101.27144658
27,11,2020,1570,97,"Chile",101.4350174
26,11,2020,1005,7,"Chile",101.77271201
25,11,2020,1007,25,"Chile",101.20285236
24,11,2020,1440,37,"Chile",101.3136584
23,11,2020,1497,39,"Chile",100.68575749
22,11,2020,1558,27,"Chile",101.12898166
21,11,2020,1573,48,"Chile",101.28199953
20,11,2020,1454,58,"Chile",102.52197191
19,11,2020,948,14,"Chile",102.97574904
18,11,2020,1006,20,"Chile",102.40588939
17,11,2020,1331,44,"Chile",102.44810122
16,11,2020,1597,42,"Chile",102.41116587
15,11,2020,1646,39,"Chile",102.46920713
14,11,2020,1592,39,"Chile",102.67498978
13,11,2020,1634,66,"Chile",102.30035983
12,11,2020,897,22,"Chile",101.69884131
11,11,2020,1028,23,"Chile",102.26870096
10,11,2020,1321,45,"Chile",101.73577666
9,11,2020,1581,44,"Chile",102.864943
8,11,2020,1587,49,"Chile",102.54835431
7,11,2020,1808,46,"Chile",102.80690174
6,11,2020,1540,64,"Chile",102.63277796
5,11,2020,840,21,"Chile",102.39005996
4,11,2020,1014,17,"Chile",104.07325651
3,11,2020,1324,55,"Chile",104.91221655
2,11,2020,1608,40,"Chile",106.07831824
1,11,2020,1685,49,"Chile",106.86451349
31,10,2020,1521,40,"Chile",107.53990271
30,10,2020,1520,86,"Chile",108.45273344
29,10,2020,1005,6,"Chile",106.36324806
28,10,2020,927,23,"Chile",106.82230167
27,10,2020,1535,59,"Chile",109.27586404
26,10,2020,1521,52,"Chile",109.18088744
25,10,2020,1636,48,"Chile",110.52638938
24,10,2020,1775,52,"Chile",111.52892025
23,10,2020,1494,73,"Chile",111.41283772
22,10,2020,1159,17,"Chile",111.84550894
21,10,2020,1173,26,"Chile",111.71359698
20,10,2020,1545,41,"Chile",113.75559406
19,10,2020,1757,47,"Chile",113.87167658
18,10,2020,1813,59,"Chile",113.61312914
17,10,2020,1694,95,"Chile",113.97192966
16,10,2020,1124,19,"Chile",114.74229548
15,10,2020,1092,19,"Chile",118.09285916
14,10,2020,1392,17,"Chile",121.25346961
13,10,2020,1517,61,"Chile",122.50399495
12,10,2020,1776,46,"Chile",123.83894394
11,10,2020,1826,52,"Chile",124.60930977
10,10,2020,1753,53,"Chile",126.11310606
9,10,2020,1576,77,"Chile",128.65109209
8,10,2020,1134,20,"Chile",129.46894621
7,10,2020,1560,33,"Chile",130.76695985
6,10,2020,1567,58,"Chile",128.10233835
5,10,2020,1708,60,"Chile",126.13421197
4,10,2020,1881,52,"Chile",125.56435232
3,10,2020,1840,45,"Chile",125.38495206
2,10,2020,1759,81,"Chile",124.52488611
1,10,2020,1691,16,"Chile",125.07363985
30,9,2020,1629,27,"Chile",123.03164278
29,9,2020,1770,57,"Chile",122.614801
28,9,2020,1922,50,"Chile",122.16630035
27,9,2020,2111,64,"Chile",123.01053686
26,9,2020,2234,58,"Chile",123.11606643
25,9,2020,1731,124,"Chile",121.17432244
24,9,2020,1380,24,"Chile",120.70471588
23,9,2020,1055,23,"Chile",121.26402257
22,9,2020,1194,12,"Chile",122.38263595
21,9,2020,1600,32,"Chile",125.39022854
20,9,2020,1847,55,"Chile",127.90183218
19,9,2020,1677,57,"Chile",128.52445661
18,9,2020,1863,84,"Chile",130.05991177
17,9,2020,1304,18,"Chile",129.52698747
16,9,2020,1550,27,"Chile",131.05716616
15,9,2020,1685,64,"Chile",130.36594751
14,9,2020,2082,54,"Chile",130.71947155
13,9,2020,2131,45,"Chile",130.1021236
12,9,2020,1866,69,"Chile",129.60613464
11,9,2020,1642,79,"Chile",129.62724056
10,9,2020,1486,20,"Chile",130.12850599
9,9,2020,1267,30,"Chile",129.5691993
8,9,2020,1764,60,"Chile",130.36067103
7,9,2020,2076,41,"Chile",131.0941015
6,9,2020,1965,57,"Chile",130.4662006
5,9,2020,1968,72,"Chile",130.32901216
4,9,2020,1762,78,"Chile",130.07574121
3,9,2020,1594,23,"Chile",130.33956512
2,9,2020,1419,32,"Chile",128.16565609
1,9,2020,1752,45,"Chile",127.81740853
31,8,2020,1965,63,"Chile",126.78321879
30,8,2020,2037,49,"Chile",127.20006057
29,8,2020,1870,60,"Chile",125.90204693
28,8,2020,1737,82,"Chile",126.99427792
27,8,2020,1380,32,"Chile",127.67494361
26,8,2020,1417,42,"Chile",128.58249787
25,8,2020,1903,64,"Chile",129.40035199
24,8,2020,1957,60,"Chile",129.84885264
23,8,2020,1939,69,"Chile",130.24986499
22,8,2020,1920,52,"Chile",131.61647285
21,8,2020,1812,93,"Chile",132.85116875
20,8,2020,1182,32,"Chile",133.56876979
19,8,2020,1353,33,"Chile",136.62385068
18,8,2020,1556,61,"Chile",137.23592216
17,8,2020,2044,57,"Chile",138.32287667
16,8,2020,1791,55,"Chile",138.47589454
15,8,2020,2077,41,"Chile",139.53119019
14,8,2020,1866,94,"Chile",139.81612001
13,8,2020,1552,27,"Chile",140.31738544
12,8,2020,1572,39,"Chile",141.49404009
11,8,2020,1988,62,"Chile",143.10336594
10,8,2020,2033,66,"Chile",143.86845529
9,8,2020,2198,53,"Chile",144.73907419
8,8,2020,2154,69,"Chile",145.21395723
7,8,2020,1948,97,"Chile",147.27706022
6,8,2020,1761,47,"Chile",149.43513981
5,8,2020,1469,38,"Chile",149.21352773
4,8,2020,1762,99,"Chile",150.1896762
3,8,2020,2073,75,"Chile",151.96784936
2,8,2020,1991,76,"Chile",152.02589062
1,8,2020,2131,80,"Chile",153.69325774
31,7,2020,1961,99,"Chile",157.43955728
30,7,2020,1775,38,"Chile",160.2466437
29,7,2020,1877,53,"Chile",159.91422557
28,7,2020,2133,75,"Chile",159.69788996
27,7,2020,2198,92,"Chile",162.24642895
26,7,2020,2288,106,"Chile",166.54148222
25,7,2020,2545,76,"Chile",169.00559755
24,7,2020,2357,116,"Chile",171.71243088
23,7,2020,1719,45,"Chile",175.80697798
22,7,2020,1654,44,"Chile",177.62736297
21,7,2020,2099,130,"Chile",181.89075738
20,7,2020,2084,58,"Chile",186.77677621
19,7,2020,2307,98,"Chile",195.22441785
18,7,2020,2841,1057,"Chile",202.88058776
17,7,2020,2493,104,"Chile",206.61105786
16,7,2020,1712,117,"Chile",206.63744025
15,7,2020,1836,45,"Chile",211.58677683
14,7,2020,2616,45,"Chile",219.8075299
13,7,2020,3012,98,"Chile",227.1998759
12,7,2020,2755,100,"Chile",233.55275568
11,7,2020,3058,99,"Chile",242.26422123
10,7,2020,3133,109,"Chile",248.79650127
9,7,2020,2064,139,"Chile",256.79036578
8,7,2020,2462,50,"Chile",265.15358377
7,7,2020,3025,76,"Chile",272.23461755
6,7,2020,3685,116,"Chile",280.58728258
5,7,2020,3758,141,"Chile",290.72867373
4,7,2020,3548,131,"Chile",299.15520945
3,7,2020,2498,167,"Chile",313.62331275
2,7,2020,2650,65,"Chile",324.0549102
1,7,2020,3394,113,"Chile",500.96994861
30,6,2020,4017,66,"Chile",509.51256686
29,6,2020,4216,162,"Chile",515.45388134
28,6,2020,4406,279,"Chile",529.81645507
27,6,2020,4296,165,"Chile",540.91288877
26,6,2020,4648,172,"Chile",553.88247225
25,6,2020,3649,226,"Chile",558.88457361
24,6,2020,3804,3,"Chile",569.90186014
23,6,2020,4608,23,"Chile",570.47699627
22,6,2020,5607,184,"Chile",570.94132635
21,6,2020,5355,202,"Chile",575.15195598
20,6,2020,6290,252,"Chile",574.57681985
19,6,2020,4475,226,"Chile",563.58591571
18,6,2020,36179,232,"Chile",564.58317009
17,6,2020,5013,21,"Chile",399.76181977
16,6,2020,5143,39,"Chile",391.92097313
15,6,2020,6938,222,"Chile",393.65165799
14,6,2020,6509,231,"Chile",382.52884189
13,6,2020,6754,222,"Chile",370.45098323
12,6,2020,5596,173,"Chile",354.31023634
11,6,2020,5737,192,"Chile",349.33979385
10,6,2020,3913,19,"Chile",341.90523603
9,6,2020,4696,74,"Chile",342.17433642
8,6,2020,6405,649,"Chile",343.22435559
7,6,2020,5246,93,"Chile",328.9989703
6,6,2020,4207,92,"Chile",319.97619253
5,6,2020,4664,81,"Chile",320.34026953
4,6,2020,4942,87,"Chile",316.64673477
3,6,2020,3527,75,"Chile",311.87679845
2,6,2020,5471,59,"Chile",311.83986311
1,6,2020,4830,57,"Chile",294.99206813
31,5,2020,4220,53,"Chile",281.92223157
30,5,2020,3695,54,"Chile",269.60693139
29,5,2020,4654,49,"Chile",263.31209287
28,5,2020,4328,35,"Chile",252.78551881
27,5,2020,3964,45,"Chile",243.98435313
26,5,2020,4895,43,"Chile",231.81679434
25,5,2020,3709,45,"Chile",212.30437787
24,5,2020,3536,43,"Chile",201.42427977
23,5,2020,4276,41,"Chile",189.34642111
22,5,2020,3964,45,"Chile",174.12378143
21,5,2020,4038,35,"Chile",161.29666286
20,5,2020,3520,31,"Chile",145.43556932
19,5,2020,2278,28,"Chile",134.10697057
18,5,2020,2353,29,"Chile",127.25810183
17,5,2020,1886,27,"Chile",121.32206383
16,5,2020,2502,36,"Chile",118.90016033
15,5,2020,2659,12,"Chile",110.89574286
14,5,2020,2660,11,"Chile",102.87021948
13,5,2020,1658,12,"Chile",91.57855608
12,5,2020,1197,11,"Chile",85.74277116
11,5,2020,1647,8,"Chile",81.97008923
10,5,2020,1247,10,"Chile",75.77550379
9,5,2020,1391,9,"Chile",72.10835143
8,5,2020,1533,4,"Chile",67.37535046
7,5,2020,1032,6,"Chile",62.0091721
6,5,2020,1373,5,"Chile",59.01213247
5,5,2020,980,10,"Chile",53.48238329
4,5,2020,1228,13,"Chile",50.52227901
3,5,2020,1427,13,"Chile",45.93174295
2,5,2020,985,7,"Chile",40.92436511
1,5,2020,1138,11,"Chile",38.07506687
30,4,2020,520,9,"Chile",34.88807402
29,4,2020,552,9,"Chile",34.0227316
28,4,2020,482,9,"Chile",33.17849508
27,4,2020,473,8,"Chile",32.28149378
26,4,2020,552,7,"Chile",31.29479235
25,4,2020,494,6,"Chile",30.6299561
24,4,2020,516,8,"Chile",30.81463283
23,4,2020,464,13,"Chile",30.33974979
22,4,2020,325,8,"Chile",30.16034954
21,4,2020,419,6,"Chile",30.03371406
20,4,2020,358,7,"Chile",29.63797819
19,4,2020,478,10,"Chile",29.38470724
18,4,2020,445,11,"Chile",29.09977741
17,4,2020,534,11,"Chile",28.50881185
16,4,2020,356,2,"Chile",27.65929886
15,4,2020,392,10,"Chile",27.32688073
14,4,2020,312,2,"Chile",26.78340347
13,4,2020,286,7,"Chile",26.77285051
12,4,2020,426,8,"Chile",26.47736773
11,4,2020,529,8,"Chile",25.807255
10,4,2020,426,9,"Chile",24.6200474
9,4,2020,430,5,"Chile",23.2376101
8,4,2020,301,6,"Chile",22.12954968
7,4,2020,344,3,"Chile",21.4699899
6,4,2020,310,7,"Chile",20.25639991
5,4,2020,424,5,"Chile",19.12195709
4,4,2020,333,4,"Chile",17.42820758
3,4,2020,373,2,"Chile",16.15657633
2,4,2020,293,4,"Chile",14.73720368
1,4,2020,289,4,"Chile",13.38642526
31,3,2020,310,1,"Chile",12.09896457
30,3,2020,230,1,"Chile",10.89065106
29,3,2020,299,1,"Chile",9.75093176
28,3,2020,304,1,"Chile",8.26824138
27,3,2020,164,1,"Chile",6.71695678
26,3,2020,220,1,"Chile",5.90437913
25,3,2020,176,0,"Chile",4.77521279
24,3,2020,114,1,"Chile",3.86765854
23,3,2020,95,1,"Chile",3.28196946
22,3,2020,103,0,"Chile",2.80708642
21,3,2020,92,0,"Chile",2.26888564
20,3,2020,104,0,"Chile",1.78872612
19,3,2020,37,0,"Chile",1.25052534
18,3,2020,45,0,"Chile",1.06057212
17,3,2020,81,0,"Chile",NA
16,3,2020,14,0,"Chile",NA
15,3,2020,18,0,"Chile",NA
14,3,2020,10,0,"Chile",NA
13,3,2020,10,0,"Chile",NA
12,3,2020,6,0,"Chile",NA
11,3,2020,4,0,"Chile",NA
10,3,2020,3,0,"Chile",NA
9,3,2020,5,0,"Chile",NA
7,3,2020,1,0,"Chile",NA
6,3,2020,1,0,"Chile",NA
5,3,2020,2,0,"Chile",NA
4,3,2020,1,0,"Chile",NA
14,12,2020,12,0,"China",0.01443732
13,12,2020,24,0,"China",0.0148558
12,12,2020,13,0,"China",0.01360038
11,12,2020,15,0,"China",0.01311216
10,12,2020,12,0,"China",0.0124147
9,12,2020,15,0,"China",0.01304241
8,12,2020,12,0,"China",0.01234496
7,12,2020,15,0,"China",0.01304241
6,12,2020,18,0,"China",0.01276343
5,12,2020,17,0,"China",0.01262394
4,12,2020,17,0,"China",0.01255419
3,12,2020,16,0,"China",0.01255419
2,12,2020,9,0,"China",0.01227521
1,12,2020,12,0,"China",0.01220547
30,11,2020,18,0,"China",0.0124147
29,11,2020,6,0,"China",0.0116475
28,11,2020,6,0,"China",0.01199623
27,11,2020,5,0,"China",0.01262394
26,11,2020,21,0,"China",0.01227521
25,11,2020,5,0,"China",0.01150801
24,11,2020,22,0,"China",0.01206598
23,11,2020,11,0,"China",0.01192649
22,11,2020,16,0,"China",0.01339114
21,11,2020,16,0,"China",0.01394911
20,11,2020,17,0,"China",0.01513478
19,11,2020,12,0,"China",0.01618096
18,11,2020,8,0,"China",0.01722715
17,11,2020,15,0,"China",0.01778511
16,11,2020,7,0,"China",0.02015646
15,11,2020,11,0,"China",0.02134213
14,11,2020,15,0,"China",0.02224882
13,11,2020,0,0,"China",0.02350424
12,11,2020,10,0,"China",0.02524788
11,11,2020,13,0,"China",0.02622432
10,11,2020,20,0,"China",0.02824694
9,11,2020,32,0,"China",0.02852592
8,11,2020,24,0,"China",0.02810745
7,11,2020,33,0,"China",0.02775872
6,11,2020,32,0,"China",0.02775872
5,11,2020,27,0,"China",0.02754948
4,11,2020,16,0,"China",0.02720076
3,11,2020,49,0,"China",0.02720076
2,11,2020,24,0,"China",0.02615457
1,11,2020,24,0,"China",0.02566635
31,10,2020,33,0,"China",0.02608483
30,10,2020,25,0,"China",0.02517814
29,10,2020,24,0,"China",0.02594534
28,10,2020,42,0,"China",0.02503864
27,10,2020,24,0,"China",0.02406221
26,10,2020,26,0,"China",0.02364373
25,10,2020,19,0,"China",0.0242017
24,10,2020,33,0,"China",0.02434119
23,10,2020,29,0,"China",0.02406221
22,10,2020,22,0,"China",0.02475966
21,10,2020,16,0,"China",0.02475966
20,10,2020,34,0,"China",0.02468992
19,10,2020,17,0,"China",0.02392272
18,10,2020,30,0,"China",0.02448068
17,10,2020,20,0,"China",0.02378322
16,10,2020,36,0,"China",0.02357399
